opportunity_id,account,sales_agent,manager,regional_office,product,deal_stage,engage_date,close_value,priority_score,priority_label,top_positive_reason_1,top_positive_reason_2,top_risk_reason_1,top_risk_reason_2,recommended_action
HEWKNHTH,,Daniell Hammack,Rocco Neubert,East,GTX Plus Pro,Engaging,2017-06-18,,35.597730093814334,Baixa Prioridade,estágio avançado no funil,produto com bom desempenho histórico,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
UAE5ZC7O,,Daniell Hammack,Rocco Neubert,East,GTX Plus Pro,Engaging,2016-12-05,,35.597730093814334,Baixa Prioridade,estágio avançado no funil,produto com bom desempenho histórico,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
RQULJHTU,,Daniell Hammack,Rocco Neubert,East,GTX Plus Pro,Engaging,2017-03-16,,35.597730093814334,Baixa Prioridade,estágio avançado no funil,produto com bom desempenho histórico,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
HF1GSBT4,,Daniell Hammack,Rocco Neubert,East,GTX Plus Pro,Engaging,2017-08-24,,35.597730093814334,Baixa Prioridade,estágio avançado no funil,produto com bom desempenho histórico,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
LFI3BGEE,,Daniell Hammack,Rocco Neubert,East,GTX Plus Pro,Engaging,2017-09-22,,35.597730093814334,Baixa Prioridade,estágio avançado no funil,produto com bom desempenho histórico,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
QM6VR1H5,,Daniell Hammack,Rocco Neubert,East,GTX Plus Pro,Engaging,2017-01-04,,35.597730093814334,Baixa Prioridade,estágio avançado no funil,produto com bom desempenho histórico,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
0KEO3OP7,,Daniell Hammack,Rocco Neubert,East,GTX Plus Pro,Engaging,2017-04-27,,35.597730093814334,Baixa Prioridade,estágio avançado no funil,produto com bom desempenho histórico,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
DZ57QIQN,,Daniell Hammack,Rocco Neubert,East,GTX Plus Pro,Engaging,2017-01-18,,35.597730093814334,Baixa Prioridade,estágio avançado no funil,produto com bom desempenho histórico,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
FM505XD5,Y-corporation,Daniell Hammack,Rocco Neubert,East,GTX Plus Pro,Engaging,2017-04-08,,35.597730093814334,Baixa Prioridade,estágio avançado no funil,produto com bom desempenho histórico,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
P9EJ68SM,,Cassey Cress,Rocco Neubert,East,GTX Plus Basic,Engaging,2017-07-30,,35.57103840682416,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
SY61BAXZ,Rantouch,Cassey Cress,Rocco Neubert,East,GTX Plus Basic,Engaging,2017-08-17,,35.57103840682416,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
FH30JK3J,Ontomedia,Cassey Cress,Rocco Neubert,East,GTX Plus Basic,Engaging,2017-09-06,,35.57103840682416,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
3N3RAHXR,Nam-zim,Cassey Cress,Rocco Neubert,East,GTX Plus Basic,Engaging,2017-03-19,,35.57103840682416,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
GWOOPZE8,Cheers,Cassey Cress,Rocco Neubert,East,GTX Plus Basic,Engaging,2017-10-01,,35.57103840682416,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
5X3TSUA9,,Cassey Cress,Rocco Neubert,East,GTX Plus Basic,Engaging,2017-09-13,,35.57103840682416,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
5M5TW9RC,Umbrella Corporation,Cassey Cress,Rocco Neubert,East,GTX Plus Basic,Engaging,2017-07-07,,35.57103840682416,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
H3DYTZIQ,Scottech,Cassey Cress,Rocco Neubert,East,GTX Plus Basic,Engaging,2017-06-18,,35.57103840682416,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
37UCYEDY,Bluth Company,Cassey Cress,Rocco Neubert,East,GTX Plus Basic,Engaging,2017-07-26,,35.57103840682416,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
MRWHJE9P,,Cassey Cress,Rocco Neubert,East,GTX Plus Basic,Engaging,2017-04-21,,35.57103840682416,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
LCQ934W7,Xx-holding,Cassey Cress,Rocco Neubert,East,GTX Plus Basic,Engaging,2017-05-05,,35.57103840682416,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
H5VBBEVI,,Cassey Cress,Rocco Neubert,East,GTX Plus Basic,Engaging,2017-04-03,,35.57103840682416,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
OO9U4C0Y,Y-corporation,Cassey Cress,Rocco Neubert,East,GTX Plus Basic,Engaging,2017-08-27,,35.57103840682416,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
XRO7PMA2,,Cassey Cress,Rocco Neubert,East,GTX Plus Basic,Engaging,2017-05-17,,35.57103840682416,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
BJO24Z5A,,Cassey Cress,Rocco Neubert,East,GTX Plus Basic,Engaging,2017-05-14,,35.57103840682416,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
7868JVH9,Rantouch,Cassey Cress,Rocco Neubert,East,GTX Plus Basic,Engaging,2017-08-29,,35.57103840682416,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
ISAWVDYZ,,Daniell Hammack,Rocco Neubert,East,GTX Basic,Engaging,2017-03-09,,35.511234234697845,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
26CH1NDR,Mathtouch,Daniell Hammack,Rocco Neubert,East,GTX Basic,Engaging,2017-03-09,,35.511234234697845,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
ZPXE49AP,,Daniell Hammack,Rocco Neubert,East,GTX Basic,Engaging,2017-09-06,,35.511234234697845,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
X9HFP474,Dontechi,Daniell Hammack,Rocco Neubert,East,GTX Basic,Engaging,2017-07-12,,35.511234234697845,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
RJYG004O,Domzoom,Daniell Hammack,Rocco Neubert,East,GTX Basic,Engaging,2016-12-16,,35.511234234697845,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
LSA39JBG,,Daniell Hammack,Rocco Neubert,East,GTX Basic,Engaging,2017-03-05,,35.511234234697845,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
B4SIVH1O,Fasehatice,Daniell Hammack,Rocco Neubert,East,GTX Basic,Engaging,2017-02-22,,35.511234234697845,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
5JDWBOLS,,Daniell Hammack,Rocco Neubert,East,GTX Basic,Engaging,2017-03-04,,35.511234234697845,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
ZGFB0IF1,,Anna Snelling,Dustin Brinkmann,Central,GTX Plus Basic,Engaging,2017-07-20,,35.50489057110775,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,região com baixa conversão histórica,decidir se vale recuperar ou encerrar nesta semana
I1R23P5F,,Anna Snelling,Dustin Brinkmann,Central,GTX Plus Basic,Engaging,2017-08-01,,35.50489057110775,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,região com baixa conversão histórica,decidir se vale recuperar ou encerrar nesta semana
OSG9KZGB,Kan-code,Anna Snelling,Dustin Brinkmann,Central,GTX Plus Basic,Engaging,2017-08-07,,35.50489057110775,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,região com baixa conversão histórica,decidir se vale recuperar ou encerrar nesta semana
CFKXEPFN,,Anna Snelling,Dustin Brinkmann,Central,GTX Plus Basic,Engaging,2017-08-01,,35.50489057110775,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,região com baixa conversão histórica,decidir se vale recuperar ou encerrar nesta semana
SAMPTSH0,,Anna Snelling,Dustin Brinkmann,Central,GTX Plus Basic,Engaging,2017-08-14,,35.50489057110775,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,região com baixa conversão histórica,decidir se vale recuperar ou encerrar nesta semana
S50ETCN7,,Anna Snelling,Dustin Brinkmann,Central,GTX Plus Basic,Engaging,2017-07-21,,35.50489057110775,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,região com baixa conversão histórica,decidir se vale recuperar ou encerrar nesta semana
FKVC924F,,Daniell Hammack,Rocco Neubert,East,GTXPro,Engaging,2017-08-17,,35.48700061568932,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
UGTXH980,,Daniell Hammack,Rocco Neubert,East,GTXPro,Engaging,2017-06-01,,35.48700061568932,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
V74O6XQT,,Daniell Hammack,Rocco Neubert,East,GTXPro,Engaging,2017-03-14,,35.48700061568932,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
ICMXZOVL,Stanredtax,Daniell Hammack,Rocco Neubert,East,GTXPro,Engaging,2016-12-08,,35.48700061568932,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
HTF7TYQS,,Daniell Hammack,Rocco Neubert,East,GTXPro,Engaging,2017-06-27,,35.48700061568932,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
BJO4VYLK,,Daniell Hammack,Rocco Neubert,East,GTXPro,Engaging,2017-06-21,,35.48700061568932,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
GMN9KQN2,,Daniell Hammack,Rocco Neubert,East,GTXPro,Engaging,2017-05-27,,35.48700061568932,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
DC2JL47C,Dontechi,Daniell Hammack,Rocco Neubert,East,GTXPro,Engaging,2017-05-27,,35.48700061568932,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
Z6R4KJFU,,Daniell Hammack,Rocco Neubert,East,GTXPro,Engaging,2017-06-25,,35.48700061568932,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
2J5E145N,,Daniell Hammack,Rocco Neubert,East,GTXPro,Engaging,2017-02-07,,35.48700061568932,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
S53EVWFC,,Daniell Hammack,Rocco Neubert,East,GTXPro,Engaging,2017-08-23,,35.48700061568932,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
6R6S91WE,,Daniell Hammack,Rocco Neubert,East,GTXPro,Engaging,2017-03-25,,35.48700061568932,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
OT26ZUZ7,Betatech,Daniell Hammack,Rocco Neubert,East,GTXPro,Engaging,2017-07-09,,35.48700061568932,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
9DY57A6F,,Daniell Hammack,Rocco Neubert,East,GTXPro,Engaging,2017-09-13,,35.48700061568932,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
IDKBZCAF,,Daniell Hammack,Rocco Neubert,East,GTXPro,Engaging,2017-09-21,,35.48700061568932,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
KKRJ6TBY,Scotfind,Daniell Hammack,Rocco Neubert,East,GTXPro,Engaging,2017-04-01,,35.48700061568932,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
LXVCMY4C,,Daniell Hammack,Rocco Neubert,East,GTXPro,Engaging,2017-08-17,,35.48700061568932,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
2N2MUDOA,Bioholding,Daniell Hammack,Rocco Neubert,East,GTXPro,Engaging,2017-08-05,,35.48700061568932,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
456BP2X7,,Zane Levy,Summer Sewald,West,MG Advanced,Engaging,2017-04-10,,35.46449955062058,Baixa Prioridade,estágio avançado no funil,manager com bom histórico de fechamento,deal envelhecendo acima do ideal,produto com baixa tração histórica,decidir se vale recuperar ou encerrar nesta semana
YXXWQA4G,,Zane Levy,Summer Sewald,West,MG Advanced,Engaging,2017-06-15,,35.46449955062058,Baixa Prioridade,estágio avançado no funil,manager com bom histórico de fechamento,deal envelhecendo acima do ideal,produto com baixa tração histórica,decidir se vale recuperar ou encerrar nesta semana
U5K2MZB6,,Zane Levy,Summer Sewald,West,MG Advanced,Engaging,2017-04-13,,35.46449955062058,Baixa Prioridade,estágio avançado no funil,manager com bom histórico de fechamento,deal envelhecendo acima do ideal,produto com baixa tração histórica,decidir se vale recuperar ou encerrar nesta semana
UIX6X6R3,Umbrella Corporation,Zane Levy,Summer Sewald,West,MG Advanced,Engaging,2017-05-01,,35.46449955062058,Baixa Prioridade,estágio avançado no funil,manager com bom histórico de fechamento,deal envelhecendo acima do ideal,produto com baixa tração histórica,decidir se vale recuperar ou encerrar nesta semana
JGXK8P6T,,Zane Levy,Summer Sewald,West,MG Advanced,Engaging,2017-08-01,,35.46449955062058,Baixa Prioridade,estágio avançado no funil,manager com bom histórico de fechamento,deal envelhecendo acima do ideal,produto com baixa tração histórica,decidir se vale recuperar ou encerrar nesta semana
VH6OFWCV,,Zane Levy,Summer Sewald,West,MG Advanced,Engaging,2017-06-20,,35.46449955062058,Baixa Prioridade,estágio avançado no funil,manager com bom histórico de fechamento,deal envelhecendo acima do ideal,produto com baixa tração histórica,decidir se vale recuperar ou encerrar nesta semana
C7ODMOS2,,Zane Levy,Summer Sewald,West,MG Advanced,Engaging,2017-06-13,,35.46449955062058,Baixa Prioridade,estágio avançado no funil,manager com bom histórico de fechamento,deal envelhecendo acima do ideal,produto com baixa tração histórica,decidir se vale recuperar ou encerrar nesta semana
RW3CJO8D,,Zane Levy,Summer Sewald,West,MG Advanced,Engaging,2017-09-04,,35.46449955062058,Baixa Prioridade,estágio avançado no funil,manager com bom histórico de fechamento,deal envelhecendo acima do ideal,produto com baixa tração histórica,decidir se vale recuperar ou encerrar nesta semana
I5AKI9KC,,Niesha Huffines,Melvin Marxen,Central,MG Special,Engaging,2017-07-30,,35.45187197888009,Baixa Prioridade,estágio avançado no funil,produto com bom desempenho histórico,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
SUUVV6RP,,Niesha Huffines,Melvin Marxen,Central,MG Special,Engaging,2017-08-03,,35.45187197888009,Baixa Prioridade,estágio avançado no funil,produto com bom desempenho histórico,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
51H02FX1,,Niesha Huffines,Melvin Marxen,Central,MG Special,Engaging,2017-07-27,,35.45187197888009,Baixa Prioridade,estágio avançado no funil,produto com bom desempenho histórico,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
8TD2LLOF,,Darcel Schlecht,Melvin Marxen,Central,MG Advanced,Engaging,2017-07-26,,35.39766555838426,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
VV6T07G4,,Darcel Schlecht,Melvin Marxen,Central,MG Advanced,Engaging,2017-07-24,,35.39766555838426,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
DVT7NPEH,,Darcel Schlecht,Melvin Marxen,Central,MG Advanced,Engaging,2017-07-30,,35.39766555838426,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
JQ5AOYQ8,,Darcel Schlecht,Melvin Marxen,Central,MG Advanced,Engaging,2017-07-27,,35.39766555838426,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
R7H0M07R,,Darcel Schlecht,Melvin Marxen,Central,MG Advanced,Engaging,2017-07-27,,35.39766555838426,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
PNISVWNN,Scotfind,Darcel Schlecht,Melvin Marxen,Central,MG Advanced,Engaging,2017-07-21,,35.39766555838426,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
R6OZIG5J,,Darcel Schlecht,Melvin Marxen,Central,MG Advanced,Engaging,2017-07-30,,35.39766555838426,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
WLDFQR7Z,Bubba Gump,Darcel Schlecht,Melvin Marxen,Central,MG Advanced,Engaging,2017-07-21,,35.39766555838426,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
XFCKQ7RI,,Darcel Schlecht,Melvin Marxen,Central,MG Advanced,Engaging,2017-07-25,,35.39766555838426,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
BBOWBQA6,Blackzim,Niesha Huffines,Melvin Marxen,Central,GTX Plus Pro,Engaging,2017-07-20,,35.37008387942173,Baixa Prioridade,estágio avançado no funil,produto com bom desempenho histórico,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
RC4LEDIA,,Marty Freudenburg,Melvin Marxen,Central,MG Advanced,Engaging,2017-08-09,,35.35292366319215,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
7LD79NYD,,Marty Freudenburg,Melvin Marxen,Central,MG Advanced,Engaging,2017-07-19,,35.35292366319215,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
I6PXHXST,Singletechno,Marty Freudenburg,Melvin Marxen,Central,MG Advanced,Engaging,2017-08-14,,35.35292366319215,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
9V2SW5MV,,Marty Freudenburg,Melvin Marxen,Central,MG Advanced,Engaging,2017-08-03,,35.35292366319215,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
8CBTC1PX,Streethex,Marty Freudenburg,Melvin Marxen,Central,MG Advanced,Engaging,2017-08-11,,35.35292366319215,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
DO6VKC2G,,Marty Freudenburg,Melvin Marxen,Central,GTK 500,Engaging,2017-08-01,,35.30310816503717,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
SPV7OJTH,,Cassey Cress,Rocco Neubert,East,MG Advanced,Engaging,2017-06-02,,35.30115837691063,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
3372JYYQ,Condax,Cassey Cress,Rocco Neubert,East,MG Advanced,Engaging,2017-05-15,,35.30115837691063,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
71GQNH5T,,Cassey Cress,Rocco Neubert,East,MG Advanced,Engaging,2017-03-05,,35.30115837691063,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
NKPH3EFG,,Cassey Cress,Rocco Neubert,East,MG Advanced,Engaging,2016-12-18,,35.30115837691063,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
O8C2G4G2,,Cassey Cress,Rocco Neubert,East,MG Advanced,Engaging,2017-07-17,,35.30115837691063,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
ZOBJHMAF,,Cassey Cress,Rocco Neubert,East,MG Advanced,Engaging,2016-12-11,,35.30115837691063,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
11LIZUQE,,Cassey Cress,Rocco Neubert,East,MG Advanced,Engaging,2017-07-24,,35.30115837691063,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
FYN7C0CV,,Cassey Cress,Rocco Neubert,East,MG Advanced,Engaging,2017-03-04,,35.30115837691063,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
A2YIYWNW,,Cassey Cress,Rocco Neubert,East,MG Advanced,Engaging,2017-08-01,,35.30115837691063,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
QIHWKCFK,Singletechno,Cassey Cress,Rocco Neubert,East,MG Advanced,Engaging,2017-03-24,,35.30115837691063,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
5P4O1IU6,,Cassey Cress,Rocco Neubert,East,MG Advanced,Engaging,2017-08-22,,35.30115837691063,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
Y28VHZKQ,,Cassey Cress,Rocco Neubert,East,MG Advanced,Engaging,2017-03-13,,35.30115837691063,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
QU6CFZ22,,Cassey Cress,Rocco Neubert,East,MG Advanced,Engaging,2017-06-23,,35.30115837691063,Baixa Prioridade,estágio avançado no funil,bom histórico do vendedor,deal envelhecendo acima do ideal,histórico do manager abaixo do ideal,decidir se vale recuperar ou encerrar nesta semana
